movieid,title,audienceScore,rating,ratingContents,releaseDateTheaters,releaseDateStreaming,runtimeMinutes,genre,originalLanguage,director,boxOffice,distributor,soundType
mystery_iron_man_tony_stark_luke_skywalker,Mystery Iron Man Tony Stark Luke Skywalker,77.0,,,,2018-02-09,96.0,Documentary,English,Emilie Burden,,,
hannibal_lecter_john_mcclane_escape_scarlett_o'hara,Hannibal Lecter John McClane Escape Scarlett O'Hara,83.0,PG,"['Brief Mild Sensuality', 'Some Language', 'Sequences of Action Violence']",,2013-11-29,116.0,"Adventure, Sci-fi",English,Carl Goshay,,,
jason_bourne_eclipse_mr._miyagi,Jason Bourne Eclipse Mr. Miyagi,50.0,,,1919-12-28,2010-09-28,77.0,Comedy,,Charlotte Hemenway,,Grapevine Video,
marty_mcfly_dream,Marty McFly Dream,74.0,,,,,109.0,Drama,German,Andrew Townsend,,,Dolby Digital
mystery_john_mcclane_wolverine,Mystery John McClane Wolverine,,,,,,153.0,"Drama, Action",Tamil,Denise Cavazos,,,
chronicles_astonish,Chronicles Astonish,47.0,,,2017-11-17,2017-11-17,101.0,"Romance, Comedy",English,William Riney,,Gravitas Ventures,
enthralling_jack_sparrow_fantastic,Enthralling Jack Sparrow Fantastic,41.0,,,,2019-12-31,145.0,"Romance, Comedy",Hindi,Taryn Pollard,,,"DTS, Dolby Digital"
beneath_wolverine_travis_bickle_luke_skywalker,Beneath Wolverine Travis Bickle Luke Skywalker,,,,,2016-11-05,94.0,Drama,Korean,Jeremy Galaviz,,,
travis_bickle_tony_montana_astonish,Travis Bickle Tony Montana Astonish,92.0,,,1997-02-20,,90.0,Drama,English,Charles Faunce,$3.3K,"Buena Vista International [us], Phaedra Cinema",Dolby Digital
hiccup_legendary_ellen_ripley,Hiccup Legendary Ellen Ripley,79.0,,,1939-05-19,2010-01-19,86.0,"Mystery & thriller, Comedy",English,Rhonda Park,,,
vito_corleone_glorious_neo,Vito Corleone Glorious Neo,,,,,,77.0,Documentary,English,Ruben Scott,,,
e.t._the_terminator_wolverine,E.T. The Terminator Wolverine,,,,,2009-09-01,80.0,Biography,English,Linda Bailey,,,
quench_v_myriad_courageous,Quench V Myriad Courageous,45.0,R,"['Sexual Content', 'Language']",1998-02-20,2002-07-02,93.0,Comedy,English,Phyllis Brown,$13.0M,,"SDDS, Dolby Stereo, Stereo"
hermione_granger_enchanted_supreme,Hermione Granger Enchanted Supreme,73.0,,,,2021-10-23,57.0,"Comedy, Stand-up",English,Joseph Brooks,,,
james_bond_luke_skywalker_indiana_jones_dorothy_gale,James Bond Luke Skywalker Indiana Jones Dorothy Gale,,,,,,76.0,Drama,Tagalog,Karen Walton,,,
wolverine_hiccup_tony_stark_rocky_balboa,Wolverine Hiccup Tony Stark Rocky Balboa,85.0,,,,2008-05-06,87.0,Drama,English,Ted Richardson,,,
forrest_gump_majestic_jason_bourne,Forrest Gump Majestic Jason Bourne,50.0,,,,,93.0,"Holiday, Comedy",German,Aaron Beal,,,Dolby Digital
enigma_radiant_starlight_scarlett_o'hara,Enigma Radiant Starlight Scarlett O'Hara,44.0,,,,,105.0,Comedy,English,Marge Cady,,,
myth_magician_marvelous_black_widow,Myth Magician Marvelous Black Widow,54.0,,,1993-09-24,2004-02-03,87.0,Mystery & thriller,English,Sue Allison,$44.4M,Twentieth Century Fox Film Corporation,"Surround, Stereo"
ellis_redding_jack_sparrow_sorcerer,Ellis Redding Jack Sparrow Sorcerer,,,,,,,,,Matthew Pratt,,,
epic_astonish_tony_stark_rocky_balboa,Epic Astonish Tony Stark Rocky Balboa,86.0,PG-13,['Brief Strong Violence'],,2014-12-08,90.0,Mystery & thriller,English,Micheal Viernes,,,
indiana_jones_beneath_voyage,Indiana Jones Beneath Voyage,,,,,,,,,Augusta Daniel,,,
sorcerer_epic_black_widow_wondrous,Sorcerer Epic Black Widow Wondrous,,,,,,,,,Teresa Thomas,,,
rocky_balboa_kingdom_enchanted_marty_mcfly,Rocky Balboa Kingdom Enchanted Marty McFly,,,,,2017-05-23,76.0,Comedy,English,Hans Sims,,,
luke_skywalker_vito_corleone_hiccup,Luke Skywalker Vito Corleone Hiccup,84.0,,,1993-02-26,2000-08-15,115.0,Action,English,Gale Brown,$40.4M,Warner Bros.,"Surround, Dolby SR"
terminator_forrest_gump_harry_potter_ferris_bueller,Terminator Forrest Gump Harry Potter Ferris Bueller,,,,,,20.0,,Chinese,Gregory Toomer,,,
holly_golightly_vito_corleone,Holly Golightly Vito Corleone,41.0,,,1957-06-22,,95.0,Drama,English (United Kingdom),Mark Crossman,,,
fantastic_crystal,Fantastic Crystal,,,,,,84.0,Sci-fi,English,Christopher Russell,,,
escape_james_bond_majestic_gollum,Escape James Bond Majestic Gollum,75.0,,,,,111.0,Drama,English,Melissa Lambert,,,
enchant_gandalf_iron_man,Enchant Gandalf Iron Man,,,,,,85.0,Documentary,English,Kevin Orielly,,,
starlight_whirlwind_evoke_hermione_granger,Starlight Whirlwind Evoke Hermione Granger,66.0,,,2005-03-19,2018-10-04,96.0,"Crime, Drama",English,Catherine Loatman,,,
bruce_wayne_radiant_crystal,Bruce Wayne Radiant Crystal,34.0,,,,,,,,Kenneth Cochran,,,
miracle_donnie_darko_voyage_luke_skywalker,Miracle Donnie Darko Voyage Luke Skywalker,95.0,,,2018-12-07,2018-12-10,92.0,"Romance, Drama",English,Nancy Wiley,,Indie Rights,
hermione_granger_golden_willy_wonka_marty_mcfly,Hermione Granger Golden Willy Wonka Marty McFly,,,,,,91.0,"Action, Crime, Drama",Chinese,Margaret Coplin,,,
marty_mcfly_indiana_jones_cosmic_ferris_bueller,Marty McFly Indiana Jones Cosmic Ferris Bueller,,,,,2017-01-25,80.0,"Drama, Romance",German,Earl Dubois,,,
hulk_voyage_elegant_superman,Hulk Voyage Elegant Superman,4.0,,,,2018-09-18,,,,Shirley Peiper,,,
celestial_harry_potter_ferris_bueller,Celestial Harry Potter Ferris Bueller,,,,,2016-12-16,90.0,Comedy,Spanish,Andrew Robertson,,,
chronicles_iron_man_tony_montana_velvet,Chronicles Iron Man Tony Montana Velvet,33.0,,,,,99.0,Comedy,French (Canada),Ray Votta,,,
hulk_luke_skywalker_indiana_jones,Hulk Luke Skywalker Indiana Jones,,,,,,150.0,Drama,Bangla,Christine Andrews,,,
darth_vader_willy_wonka_rick_blaine,Darth Vader Willy Wonka Rick Blaine,38.0,,,1999-05-21,2005-09-06,88.0,"Romance, Lgbtq+",English,Norma Tanner,$8.3M,"DreamWorks SKG, United International Pictures, Universal Home Entertainment, CIC-Taft Home Video, Argentina Video Home","Surround, Dolby Digital, DTS, Dolby SRD"
holly_golightly_riddle_supreme,Holly Golightly Riddle Supreme,,,,,,90.0,Drama,Spanish,Elissa Wells,,,
sherlock_holmes_whirlwind_stardust,Sherlock Holmes Whirlwind Stardust,,,,,,114.0,Drama,Malayalam,Marian Vann,,,
norman_bates_voyage_dorothy_gale_radiant,Norman Bates Voyage Dorothy Gale Radiant,14.0,,,,2010-04-06,105.0,Horror,English,Lynn Morales,,,
dorothy_gale_dragon_kingdom_infinite,Dorothy Gale Dragon Kingdom Infinite,50.0,,,,,104.0,Drama,English,Joni Laux,,,
terminator_gollum_marvelous,Terminator Gollum Marvelous,42.0,,,,2015-08-11,97.0,"Comedy, Drama",English,Laura Grant,,,
intrigue_ellis_redding_hiccup,Intrigue Ellis Redding Hiccup,23.0,,,,2017-03-16,140.0,"Action, Comedy",Hindi,Debbie Brown,$919.1K,,
e.t._sherlock_holmes_wolverine,E.T. Sherlock Holmes Wolverine,,,,,,18.0,Biography,English,Amy Barrows,,,
galaxy_tony_stark_sorcerer,Galaxy Tony Stark Sorcerer,89.0,,,,,100.0,Documentary,Russian,Zachary Richardson,,,
hermione_granger_phantom_hannibal_lecter,Hermione Granger Phantom Hannibal Lecter,48.0,,,2003-09-05,,97.0,Comedy,English,Catherine Loatman,,Christal Films,Surround
john_mcclane_james_bond_jack_sparrow,John McClane James Bond Jack Sparrow,60.0,,,,2016-11-21,79.0,"Horror, Mystery & thriller",English,Leola Freese,,,
frodo_baggins_glorious_epic_valley,Frodo Baggins Glorious Epic Valley,78.0,,,1998-01-01,,130.0,Drama,Swedish,Mark Salvietti,$332.1K,,"DTS-ES, DTS"
neo_rick_blaine_katniss_everdeen,Neo Rick Blaine Katniss Everdeen,47.0,,,,2006-08-01,100.0,"Horror, Mystery & thriller",English,Timothy Chapman,$2.2M,,Surround
adventure_hannibal_lecter_hulk,Adventure Hannibal Lecter Hulk,,,,,,77.0,Documentary,Arabic,Vern Crutchfield,,,
hannibal_lecter_majestic_dream,Hannibal Lecter Majestic Dream,,,,,2020-09-04,95.0,"Action, Adventure, Drama",English (United Kingdom),Frank Whitmore,,,
james_bond_whimsical_black_widow,James Bond Whimsical Black Widow,,,,,,98.0,Drama,English,Jack Rollins,,,
crimson_captain_jack_sparrow_princess_leia,Crimson Captain Jack Sparrow Princess Leia,,,,,2022-10-11,102.0,"Comedy, Drama",English,Jeremy Weber,,,
forrest_gump_dorothy_gale_tony_stark_hiccup,Forrest Gump Dorothy Gale Tony Stark Hiccup,21.0,PG-13,"['Brief Strong Language', 'Thematic Elements', 'Some Sexuality']",,2017-11-14,100.0,Drama,English,Danielle Stephens,,,
pirate_holly_golightly_dracula,Pirate Holly Golightly Dracula,40.0,,,,2019-10-08,85.0,Mystery & thriller,English,James Schaufelberge,,,
fantasy_lost,Fantasy Lost,14.0,,,,,87.0,Action,Vietnamese,Rodrick Vanwinkle,,,
phenomenal_katniss_everdeen,Phenomenal Katniss Everdeen,65.0,,,,,104.0,"Sci-fi, Anime",Japanese,Wayne Musser,,,Dolby
luke_skywalker_the_joker_tyler_durden,Luke Skywalker The Joker Tyler Durden,,,,,2019-08-10,79.0,"Drama, Romance",Italian,Jennifer Fusco,,,
forrest_gump_aurora,Forrest Gump Aurora,24.0,PG-13,"['Some Drug References', 'Sexual Content', 'Language', 'Some Underage Drinking']",,2011-12-06,94.0,Comedy,English,Danielle Smith,,,"SDDS, Dolby Digital, DTS"
crimson_courageous_tony_montana,Crimson Courageous Tony Montana,,,,,2012-09-18,68.0,Western,English,Mildred Greene,,,
emerald_wolverine_vito_corleone_gandalf,Emerald Wolverine Vito Corleone Gandalf,41.0,R,"['Language', 'Violence']",,2016-03-15,86.0,"Action, Crime, Drama",English,Roselee Carson,,,Dolby Digital
magic_moonlit_black_widow,Magic Moonlit Black Widow,75.0,,,,,99.0,Comedy,Chinese,Joseph Brooks,,,Dolby Digital
whirlwind_jon_snow_forrest_gump,Whirlwind Jon Snow Forrest Gump,44.0,,,,2001-06-19,98.0,Mystery & thriller,English,Aaron Valentin,,,
james_bond_glorious_phenomenal_sapphire,James Bond Glorious Phenomenal Sapphire,,,,,,120.0,Drama,Arabic,Timothy Hayslett,,,
epic_john_mcclane_forrest_gump,Epic John McClane Forrest Gump,83.0,,,1971-11-04,2002-10-29,109.0,"Western, Comedy",Italian,Edith Martinez,,AVCO Embassy Pictures,
frodo_baggins_crystal,Frodo Baggins Crystal,45.0,,,,2004-01-13,97.0,"Romance, Comedy",English,Marjorie Bryant,$708.6K,,Surround
sorcerer_whimsical_jack_torrance_ellen_ripley,Sorcerer Whimsical Jack Torrance Ellen Ripley,,,,,,88.0,Drama,French (Canada),Regina Moreno,,,
katniss_everdeen_donnie_darko_jack_torrance_michael_corleone,Katniss Everdeen Donnie Darko Jack Torrance Michael Corleone,67.0,,,,,98.0,Drama,English,William Dehart,,,
treasure_the_enchanted,Treasure The Enchanted,74.0,,,2015-07-31,2015-09-01,94.0,Documentary,English (Australia),Francisca Alfano,$3.5K,Samuel Goldwyn Films,
enchanted_pirate_frodo_baggins,Enchanted Pirate Frodo Baggins,79.0,,,,2018-03-22,126.0,"Drama, Fantasy, Mystery & thriller, Anime",Japanese,Jimmy Bufkin,,,
anakin_skywalker_captain_america_aurora_tony_montana,Anakin Skywalker Captain America Aurora Tony Montana,51.0,R,"['Pervasive Language', 'A Scene of Drug Use', 'Strong Sexual Content']",2009-07-10,2009-11-17,94.0,Comedy,English,Henry Cazares,$388.4K,Magnolia Pictures,
hulk_chronicles_frodo_baggins,Hulk Chronicles Frodo Baggins,,,,,,35.0,Documentary,English (United Kingdom),Charles Crim,,,
ethereal_john_wick,Ethereal John Wick,33.0,,,,,105.0,Drama,English,Jean Ball,,,Stereo
ellen_ripley_gollum_james_bond_legend,Ellen Ripley Gollum James Bond Legend,,,,,,80.0,Drama,Spanish,Essie Chandler,,,
marty_mcfly_sherlock_holmes_dorothy_gale,Marty McFly Sherlock Holmes Dorothy Gale,,,,,,77.0,Drama,English,Mildred Greene,,,
james_bond_captain_america_marvelous,James Bond Captain America Marvelous,50.0,,,,2010-08-03,94.0,Musical,English,Samuel Love,,,
gandalf_sherlock_holmes_james_t._kirk_treasure,Gandalf Sherlock Holmes James T. Kirk Treasure,41.0,,,,2016-05-03,95.0,Action,English,Maria Ricker,$490.7K,,
han_solo_fortune_indiana_jones,Han Solo Fortune Indiana Jones,,,,,,87.0,Comedy,Spanish,Pauline Snook,,,
tyler_durden_marty_mcfly_fantastic,Tyler Durden Marty McFly Fantastic,40.0,,,2018-12-07,2018-12-07,80.0,Mystery & thriller,English,Cheryl Schwarz,,Kandoo Films,
eclipse_hulk_scarlett_o'hara_radiant,Eclipse Hulk Scarlett O'Hara Radiant,75.0,,,,,128.0,Musical,Chinese,Maria Crivello,,,
dracula_holly_golightly_luke_skywalker_ferris_bueller,Dracula Holly Golightly Luke Skywalker Ferris Bueller,83.0,PG-13,"['Some Language', 'Unsettling Images']",2015-09-25,2015-09-29,105.0,Documentary,English,Amanda Martin,,Gravitas Ventures,
mystic_forrest_gump_jack_torrance,Mystic Forrest Gump Jack Torrance,,,,,,85.0,Comedy,French (France),Bonnie Riggs,,,
phantom_e.t._donnie_darko_whirlwind,Phantom E.T. Donnie Darko Whirlwind,48.0,,,,,89.0,"Comedy, Drama, Adventure",English,Mark Killeen,,,
legendary_trinity_gandalf_astonish,Legendary Trinity Gandalf Astonish,83.0,,,,2022-12-15,3.0,"Holiday, Comedy, Animation, Short",English,Sharon Brodersen,,,
marty_mcfly_hermione_granger_brave_scarlett_o'hara,Marty McFly Hermione Granger Brave Scarlett O'Hara,84.0,,,1950-01-20,2004-07-06,87.0,"Crime, Drama",English,Elvira Minton,,United Artists,Mono
scarlett_o'hara_mythical_john_wick,Scarlett O'Hara Mythical John Wick,,,,,,90.0,Documentary,English,Bryan Hyun,,,
crown_iron_man_hermione_granger,Crown Iron Man Hermione Granger,26.0,,,,,131.0,Drama,English,Mark Salvietti,,,"DTS, Dolby Digital"
incredible_surreal_fantasy,Incredible Surreal Fantasy,63.0,,,,2021-12-02,90.0,"Mystery & thriller, Horror",French (France),Minta Griffin,,,
vivid_forrest_gump_dracula,Vivid Forrest Gump Dracula,60.0,,,,2011-04-01,104.0,"Kids & family, Comedy, Drama",English,Penny Menden,$270.4K,,Surround
phenomenal_holly_golightly_elegant_t-800,Phenomenal Holly Golightly Elegant T-800,32.0,,,1974-05-22,2015-09-01,90.0,Drama,English,Jerry Taylor,,Paramount Pictures,
wonder_scarlett_o'hara_holly_golightly,Wonder Scarlett O'Hara Holly Golightly,62.0,,,,2017-11-21,89.0,"Drama, Mystery & thriller",English,Stanley Lopez,,,
trinity_kingdom,Trinity Kingdom,78.0,,,1964-03-20,2001-08-14,113.0,Comedy,English,Leona Lange,,United Artists,
the_joker_ellen_ripley_donnie_darko_epic,The Joker Ellen Ripley Donnie Darko Epic,87.0,,,,2017-03-10,96.0,"Action, Adventure",Japanese,Charlotte Vanhorn,,,
majestic_beneath_illusion,Majestic Beneath Illusion,36.0,,,,2019-10-27,,"Mystery & thriller, Action",Tamil,Brigette Wells,,,
celestial_luke_skywalker_v_james_bond,Celestial Luke Skywalker V James Bond,84.0,,,,2014-02-25,102.0,Drama,English,Linda Shuffler,$879.6K,,"Surround, Stereo"
ferris_bueller_witch_moonlit_miracle,Ferris Bueller Witch Moonlit Miracle,93.0,PG-13,"['Some Strong Violence', 'Brief Smoking', 'Strong Language', 'Suggestive Material', 'Thematic Content']",2021-12-10,2022-03-02,156.0,"Musical, Romance",English,Billy Diaz,$38.5M,20th Century Studios,"Dolby Digital, Dolby Atmos"
sherlock_holmes_journey_travis_bickle_harry_potter,Sherlock Holmes Journey Travis Bickle Harry Potter,,,,,2020-10-20,109.0,"Drama, Romance",Arabic,Raymond Depaolo,,,
ethereal_dazzling_destiny,Ethereal Dazzling Destiny,,,,,,122.0,"Drama, War",Chinese,Cindy Stoltzfus,,,
darth_vader_terminator_jon_snow_glorious,Darth Vader Terminator Jon Snow Glorious,31.0,,,,2018-03-16,91.0,Horror,Italian,James Ouellette,,,
supreme_indiana_jones,Supreme Indiana Jones,,,,,,,,,Augusta Daniel,,,
sorcerer_dorothy_gale_wolverine_annie_hall,Sorcerer Dorothy Gale Wolverine Annie Hall,,,,,,101.0,Drama,English,Sandra Hatter,,,
fortune_gollum,Fortune Gollum,17.0,,,,,95.0,Horror,English,Juana Talmage,,,
hannibal_lecter_mythical_hermione_granger_enigma,Hannibal Lecter Mythical Hermione Granger Enigma,,,,,2019-05-16,84.0,Documentary,Spanish (Spain),Toni Flores,,,
john_wick_holly_golightly_ethereal_crystal,John Wick Holly Golightly Ethereal Crystal,22.0,,,,2006-11-16,96.0,Drama,English,Walter Jessie,,,
wolverine_edward_scissorhands_zephyr,Wolverine Edward Scissorhands Zephyr,77.0,,,1972-01-19,2011-01-31,114.0,Drama,English,Bradley Kaur,,Universal Pictures,Stereo
surreal_captain_jack_sparrow_crystal,Surreal Captain Jack Sparrow Crystal,51.0,,,,2005-03-22,92.0,Drama,English,Antonio Bohl,,,Surround
tyler_durden_t-800_rick_blaine,Tyler Durden T-800 Rick Blaine,,,,,,92.0,Mystery & thriller,English,Damian Kahn,,,
oracle_dream_supreme,Oracle Dream Supreme,,,,2022-01-28,2022-01-28,91.0,"Action, Mystery & thriller, Crime, Drama",English,Anne Larkin,,Screen Media Films,
forrest_gump_james_t._kirk_james_t._kirk,Forrest Gump James T. Kirk James T. Kirk,,,,,,8.0,Documentary,English,Joseph Brooks,,,
wonder_woman_princess_leia,Wonder Woman Princess Leia,77.0,,,,,110.0,"Action, Adventure, Animation",Hindi,Rebecca Bryant,,,
gollum_chronicles_magician_miracle,Gollum Chronicles Magician Miracle,86.0,,,,2019-02-22,89.0,"Comedy, Drama",English,Benjamin Alexander,,,
supreme_han_solo_cosmic,Supreme Han Solo Cosmic,,,,2021-07-21,2023-01-27,107.0,"Comedy, Romance",English,Anna Fouse,$252.8K,Blue Fox Entertainment,
enigma_secret_gandalf,Enigma Secret Gandalf,,,,,,150.0,Drama,Malayalam,Pauline Johnston,,,
kingdom_tony_montana_miracle,Kingdom Tony Montana Miracle,25.0,,,,2017-01-25,92.0,"Comedy, Horror, Sci-fi",English,Harold Mcpherson,,,
aurora_destiny_majestic_don_vito_corleone,Aurora Destiny Majestic Don Vito Corleone,,,,,2019-04-22,106.0,Drama,Hindi,Raymond Branch,,,
tony_montana_kingdom_don_vito_corleone_ellis_redding,Tony Montana Kingdom Don Vito Corleone Ellis Redding,,,,,,120.0,"Action, Drama, War",Russian,Arlene Kaehler,,,
oracle_stardust,Oracle Stardust,67.0,,,,2018-08-23,,Comedy,English,George Bouley,$2.4K,,
bruce_wayne_illusion_hidden_trinity,Bruce Wayne Illusion Hidden Trinity,,,,,2020-06-11,164.0,"Crime, Drama, Musical, Romance",Hindi,Virginia Nielsen,,,
superman_darth_vader_luke_skywalker_marty_mcfly,Superman Darth Vader Luke Skywalker Marty McFly,,,,,,106.0,"Crime, Drama",Bulgarian,Clarence Almaraz,,,
aurora_legendary_v_katniss_everdeen,Aurora Legendary V Katniss Everdeen,67.0,,,2022-04-01,,92.0,"Horror, Mystery & thriller",English,Edna Norman,,Vertical Entertainment,
james_t._kirk_katniss_everdeen_marvelous_captain_jack_sparrow,James T. Kirk Katniss Everdeen Marvelous Captain Jack Sparrow,,,,,,139.0,Music,Italian,Joseph Brooks,,,
epic_ellis_redding_darth_vader,Epic Ellis Redding Darth Vader,,,,,,,,,Ashley Devore,,,
spectacular_majestic_riddle,Spectacular Majestic Riddle,,,,,,87.0,Mystery & thriller,English,Hettie Wells,,,
eclipse_infinite,Eclipse Infinite,,,,,,82.0,"Comedy, Drama",English,Aliza Avila,,,
harry_potter_whimsical_jason_bourne,Harry Potter Whimsical Jason Bourne,76.0,,,1990-01-01,2002-12-10,117.0,Documentary,English,Bob Brannan,,"First Run, California Newsreel",
captain_jack_sparrow_jon_snow_adventure,Captain Jack Sparrow Jon Snow Adventure,10.0,,,,2015-10-20,96.0,Mystery & thriller,English,Brian Weis,,,
lost_tony_stark_gandalf_the_grey_wanderer,Lost Tony Stark Gandalf the Grey Wanderer,85.0,R,['Language'],2009-10-09,2009-10-20,97.0,"Drama, Biography",English,Chuck Royal,$449.6K,Sony Pictures Classics,
anakin_skywalker_michael_corleone,Anakin Skywalker Michael Corleone,,,,,,126.0,Drama,Arabic,David Abreu,,,
t-800_james_t._kirk_spectacular_sapphire,T-800 James T. Kirk Spectacular Sapphire,38.0,,,,2008-02-12,75.0,Mystery & thriller,English,Sam Steffee,,,
surreal_radiant_chronicles,Surreal Radiant Chronicles,,,,,,99.0,Mystery & thriller,English (United Kingdom),Freeda Miller,,,
sapphire_michael_corleone_gandalf_the_grey,Sapphire Michael Corleone Gandalf the Grey,69.0,R,"['Language', 'Graphic Nudity', 'Some Sexuality']",2015-12-04,2016-03-01,118.0,Drama,English,Tricia Ware,$2.7M,Fox Searchlight,Dolby Atmos
ethereal_heroic_harmony_hannibal_lecter,Ethereal Heroic Harmony Hannibal Lecter,,,,,,87.0,Biography,German,Kirk Ellsworth,,,
adventure_black_widow_anakin_skywalker,Adventure Black Widow Anakin Skywalker,,,,,,143.0,"Action, Comedy",Tamil,Cynthia Greene,,,
phantom_tony_montana_rick_blaine,Phantom Tony Montana Rick Blaine,,,,1932-07-15,,61.0,Western,English,Grace Weir,,,
wanderer_holly_golightly,Wanderer Holly Golightly,,,,,2021-03-12,142.0,Drama,English,Velma Mckeller,,,
eon_wolverine_pirate_valley,Eon Wolverine Pirate Valley,,,,,,109.0,Drama,Japanese,Robert Benner,,,
marty_mcfly_glimmer_e.t.,Marty McFly Glimmer E.T.,50.0,,,,,96.0,Fantasy,English,Billy Slusher,,,
crimson_scarlett_o'hara_epic,Crimson Scarlett O'Hara Epic,38.0,,,,2013-06-11,89.0,Drama,English,Andre Porter,,,
holly_golightly_ferris_bueller_hermione_granger_mystique,Holly Golightly Ferris Bueller Hermione Granger Mystique,,,,,,107.0,Drama,Japanese,Joseph Brooks,,,
whimsical_chronicles,Whimsical Chronicles,22.0,R,"['Language', 'Violence']",,2013-12-31,85.0,Horror,English,Emma Saunders,,,
wolverine_tony_stark_supreme,Wolverine Tony Stark Supreme,51.0,PG-13,"['Language', 'Violence', 'Some Sexual Content']",,,109.0,"Comedy, Drama",English,Patrice Farrell,,,
witch_john_wick_han_solo,Witch John Wick Han Solo,,,,,,87.0,"Comedy, Action",Turkish,Edward Ogden,,,
tony_montana_tyler_durden_neo,Tony Montana Tyler Durden Neo,10.0,,,,,65.0,Mystery & thriller,English,Stacy Garza,,,
enchanted_tyler_durden_hidden_emerald,Enchanted Tyler Durden Hidden Emerald,,,,,,94.0,Mystery & thriller,English,Ruth Pettie,,,
luke_skywalker_velvet_crimson_luke_skywalker,Luke Skywalker Velvet Crimson Luke Skywalker,,,,,,58.0,"Documentary, Adventure, War",English,John Bowden,,,
